Sex,search,intel_led,search_result,officer_race,officer_race3,officer_age,officergender,officer_gender,Age,RateViolentCrime_tract,RatePropertyCrime_tract,RateNarcoticsCrime_tract,escalation,correct_new_contains_intro_greeting,correct_new_intro,correct_new_greeting,correct_new_reason,correct_new_ID,correct_new_details,correct_new_sanction,correct_order_total,correct_new_history,correct_new_search,correct_new_help,correct_new_legitimacy,correct_new_closing,binary_correct_new_contains_intro_greeting,binary_correct_new_intro,binary_correct_new_greeting,binary_correct_new_reason,binary_correct_new_ID,binary_correct_new_details,binary_correct_new_sanction,binary_correct_order_total,binary_correct_new_history,binary_correct_new_search,binary_correct_new_help,binary_correct_new_legitimacy,binary_correct_new_closing
Male,0,0,3,B,Black,40,1,M,61,70.68452381,753.3482143,5.580357143,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,40,1,M,34,263.9368525,1369.018254,29.60039467,0,1,0,1,1,0,0,0,1,0,0,1,2,0,1,0,1,1,0,0,0,1,0,0,1,1,0
Male,0,0,3,B,Black,43,1,M,61,545.3350854,1885.676741,118.2654402,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
Male,0,0,3,B,Black,45,1,M,37,495.1140065,2123.778502,234.5276873,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,41,1,M,42,401.3157895,743.4210526,26.31578947,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Female,0,0,3,B,Black,25,1,M,47,230.2873987,681.6507001,22.10759027,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,B,Black,34,1,M,45,195.9183673,673.4693878,12.24489796,0,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,43,1,M,33,263.9368525,1369.018254,29.60039467,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,27,1,M,31,176.0074108,685.5025475,13.89532191,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,27,1,M,59,68.53396901,613.8259833,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,41,1,M,72,340.3141361,491.5648633,66.89936009,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,B,Black,40,1,M,55,263.9368525,1369.018254,29.60039467,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Male,0,0,3,B,Black,40,1,M,33,263.9368525,1369.018254,29.60039467,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
Male,0,0,3,B,Black,30,1,M,51,384.9950642,439.2892399,177.6900296,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,30,1,M,25,226.259856,462.8042509,54.85087419,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Female,0,0,3,B,Black,40,1,M,18,837.3205742,3732.057416,103.6682616,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,B,Black,37,1,M,22,328.0318091,614.3141153,65.60636183,0,1,0,1,1,1,0,0,2,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
Male,0,0,3,B,Black,23,1,M,19,362.5527688,573.6280109,89.39657313,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,30,1,M,64,132.2154144,328.9261529,35.47242825,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,45,1,M,53,352.515818,1054.534498,51.22024706,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,41,1,M,19,361.9909502,393.6651584,31.67420814,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
Male,0,0,3,B,Black,45,1,M,60,352.515818,1054.534498,51.22024706,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,41,1,M,61,495.1140065,2123.778502,234.5276873,0,1,1,0,1,1,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
Male,0,0,3,B,Black,41,1,M,25,244.5855116,582.5242718,18.67064974,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,46,1,M,47,242.8547828,535.2717661,18.17280687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,48,1,M,18,340.3141361,491.5648633,66.89936009,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,34,1,M,26,340.3141361,491.5648633,66.89936009,0,2,1,1,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,30,1,M,29,332.361516,524.7813411,43.73177843,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,B,Black,30,1,M,51,361.9909502,393.6651584,31.67420814,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,44,1,M,28,330.9692671,592.7051672,47.28132388,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,26,1,M,51,113.1984586,503.371869,7.225433526,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,45,1,M,54,117.9413867,843.459614,7.147962831,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,43,1,M,31,545.3350854,1885.676741,118.2654402,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,B,Black,41,1,M,41,684.1216216,1672.297297,42.22972973,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,45,1,M,19,309.5666068,687.0381466,59.91611744,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,B,Black,45,1,M,25,1057.692308,8581.730769,288.4615385,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,30,1,M,35,352.515818,1054.534498,51.22024706,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,34,1,M,28,336.5384615,870.1923077,182.6923077,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,40,1,M,28,263.9368525,1369.018254,29.60039467,0,1,0,1,3,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,48,1,M,58,332.361516,524.7813411,43.73177843,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,42,1,M,39,332.361516,524.7813411,43.73177843,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,1,3,B,Black,37,1,M,55,321.9913222,561.7720941,77.64329756,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Female,0,0,3,B,Black,31,1,M,33,495.1140065,2123.778502,234.5276873,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Male,0,0,3,B,Black,26,1,M,49,263.9368525,1369.018254,29.60039467,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,43,1,M,32,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Female,0,0,3,B,Black,43,1,M,30,495.1140065,2123.778502,234.5276873,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,37,1,M,23,452.5288376,1237.799468,68.76663709,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,48,1,M,20,401.3157895,743.4210526,26.31578947,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,49,1,M,35,450.2617801,816.7539267,125.6544503,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,49,1,M,21,336.5384615,870.1923077,182.6923077,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,41,1,M,28,330.9692671,592.7051672,47.28132388,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,45,1,M,66,1057.692308,8581.730769,288.4615385,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,45,1,M,28,80.15478165,406.3018242,2.763957988,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,B,Black,23,1,M,19,298.2292637,1099.72041,55.91798695,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,B,Black,43,1,M,21,185.4066986,552.2328549,21.92982456,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,B,Black,40,1,M,46,263.9368525,1369.018254,29.60039467,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Female,0,0,3,F,Other,37,1,M,28,362.5527688,573.6280109,89.39657313,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,F,Other,37,1,M,18,340.3141361,491.5648633,66.89936009,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,F,Other,40,1,M,37,452.5288376,1237.799468,68.76663709,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,F,Other,36,1,M,30,443.8110749,1156.351792,44.78827362,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,F,Other,35,1,M,54,383.9824465,625.3428415,52.11190346,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,F,Other,35,1,M,22,383.9824465,625.3428415,52.11190346,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,F,Other,40,1,M,37,330.9692671,592.7051672,47.28132388,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,F,Other,31,1,M,24,361.9909502,393.6651584,31.67420814,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,F,Other,35,1,M,51,185.4066986,552.2328549,21.92982456,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,49,316.9014085,544.1741357,113.6363636,0,1,0,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Female,0,0,3,H,Other,37,1,M,35,235.0985514,522.4412254,14.24839706,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,37,1,M,38,235.0985514,522.4412254,14.24839706,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,34,1,M,38,244.5855116,582.5242718,18.67064974,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,39,1,M,60,327.4621682,2723.889854,138.9233441,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,36,1,M,61,330.9584004,563.0889451,108.0211446,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,36,1,M,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,60,307.250221,649.867374,46.41909814,0,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0
Female,0,0,3,H,Other,44,1,M,29,108.4448546,625.2884172,6.922011998,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,56,309.5666068,687.0381466,59.91611744,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,24,195.9183673,673.4693878,12.24489796,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Female,0,0,3,H,Other,37,1,M,59,235.0985514,522.4412254,14.24839706,0,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Female,0,0,3,H,Other,44,1,M,33,172.6764855,1020.822753,15.23616049,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,48,1,M,23,837.3205742,3732.057416,103.6682616,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,33,330.9692671,592.7051672,47.28132388,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,1,3,H,Other,23,1,M,34,361.7511521,755.7603687,244.2396313,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,45,1,M,22,369.2104829,509.3126751,13.18608868,0,2,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,22,837.3205742,3732.057416,103.6682616,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,32,1,M,38,245.8558391,748.7427826,18.62544235,0,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,H,Other,44,1,M,23,837.3205742,3732.057416,103.6682616,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,21,684.1216216,1672.297297,42.22972973,0,1,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,31,837.3205742,3732.057416,103.6682616,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,44,1,M,22,684.1216216,1672.297297,42.22972973,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,18,336.5384615,870.1923077,182.6923077,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,33,1,M,57,235.0985514,522.4412254,14.24839706,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Female,0,0,3,H,Other,49,1,M,33,361.7511521,755.7603687,244.2396313,0,1,0,1,1,4,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,45,1,M,28,332.361516,524.7813411,43.73177843,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,50,340.3141361,491.5648633,66.89936009,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Female,0,0,3,H,Other,23,1,M,22,309.5666068,687.0381466,59.91611744,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,22,307.0586033,505.5233102,84.25388504,0,2,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,42,1,M,59,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,45,1,M,17,332.361516,524.7813411,43.73177843,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,40,1,M,59,545.3350854,1885.676741,118.2654402,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,41,1,M,58,152.173913,467.3913043,10.86956522,0,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,37,1,M,23,352.515818,1054.534498,51.22024706,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,44,369.2104829,509.3126751,13.18608868,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Female,0,0,3,H,Other,45,1,M,35,361.7511521,755.7603687,244.2396313,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,39,1,M,33,245.8558391,748.7427826,18.62544235,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,23,404.8453937,589.735416,149.8246733,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,45,136.1633961,524.6295555,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Male,0,0,3,H,Other,48,1,M,36,837.3205742,3732.057416,103.6682616,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,50,232.5581395,3953.488372,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,25,1,M,51,361.7511521,755.7603687,244.2396313,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,44,1,M,59,684.1216216,1672.297297,42.22972973,0,2,0,2,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,37,684.1216216,1672.297297,42.22972973,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,26,361.7511521,755.7603687,244.2396313,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,45,1,M,22,340.3141361,491.5648633,66.89936009,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,37,1,M,31,245.8558391,748.7427826,18.62544235,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,28,1,M,39,410.5839416,547.4452555,147.810219,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,41,330.9692671,592.7051672,47.28132388,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,23,307.0586033,505.5233102,84.25388504,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,21,362.5527688,573.6280109,89.39657313,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,43,1,M,25,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,64,332.361516,524.7813411,43.73177843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,28,1,M,35,230.2873987,681.6507001,22.10759027,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,41,1,M,50,121.9512195,609.7560976,34.14634146,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,32,837.3205742,3732.057416,103.6682616,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,40,502.994012,742.5149701,83.83233533,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,31,684.1216216,1672.297297,42.22972973,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,28,684.1216216,1672.297297,42.22972973,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,44,1,M,21,495.1140065,2123.778502,234.5276873,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,49,1,M,36,384.9950642,439.2892399,177.6900296,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,45,1,M,27,837.3205742,3732.057416,103.6682616,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,37,1,M,57,263.9368525,1369.018254,29.60039467,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,47,1,M,31,235.0985514,522.4412254,14.24839706,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,45,1,M,23,684.1216216,1672.297297,42.22972973,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,39,1,M,28,328.0318091,614.3141153,65.60636183,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,31,1,M,27,340.3141361,491.5648633,66.89936009,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,21,361.7511521,755.7603687,244.2396313,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,30,1,M,31,157.6044129,596.2700289,26.26740215,0,1,0,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,38,1,M,29,308.8124529,1225.20713,100.426814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,23,1,M,21,361.7511521,755.7603687,244.2396313,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,H,Other,23,1,M,49,361.7511521,755.7603687,244.2396313,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,25,1,M,24,132.2154144,328.9261529,35.47242825,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,25,1,M,54,172.6764855,1020.822753,15.23616049,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,20,384.9950642,439.2892399,177.6900296,0,2,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,28,1,M,62,465.8549497,1154.049762,487.0301747,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,28,1,M,52,465.8549497,1154.049762,487.0301747,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,21,152.173913,467.3913043,10.86956522,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,28,1,M,23,230.2873987,681.6507001,22.10759027,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,49,1,M,44,348.1359649,496.1622807,106.9078947,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
